symbol,ex_date,record_date,purpose,face_value,series
SHILPAMED,04-Sep-2026,04-Sep-2026,Dividend - Re 0.60 Per Share,1,EQ
JOCIL,04-Sep-2026,04-Sep-2026,Dividend - Rs 3.50 Per Share,10,EQ
SCI,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,10,EQ
NAHARPOLY,04-Sep-2026,04-Sep-2026,Dividend - Rs 1.50 Per Share,5,EQ
NAHARCAP,04-Sep-2026,04-Sep-2026,Dividend - Rs 1.50 Per Share,5,EQ
VENUSPIPES,04-Sep-2026,04-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
METROBRAND,04-Sep-2026,04-Sep-2026,Dividend - Rs 3 Per Share,5,EQ
MAZDA,04-Sep-2026,04-Sep-2026,Dividend - Rs 4 Per Share,2,EQ
NAHARSPING,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,5,EQ
INTERARCH,03-Sep-2026,03-Sep-2026,Dividend - Rs 12.50 Per Share,10,EQ
BIRLAPREC,03-Sep-2026,03-Sep-2026,Dividend - Re 0.05 Per Share,2,EQ
CARRARO,03-Sep-2026,03-Sep-2026,Dividend - Rs 6.75 Per Share,10,EQ
ACE,03-Sep-2026,03-Sep-2026,Dividend - Rs 2 Per Share,2,EQ
VADILALIND,03-Sep-2026,03-Sep-2026,Dividend - Rs 43 Per Share,10,EQ
NIRLON,03-Sep-2026,03-Sep-2026,Dividend - Rs 15 Per Share,10,EQ
DRAGARWQ,02-Sep-2026,02-Sep-2026,Dividend - Rs 4 Per Share,10,EQ
GAIL,02-Sep-2026,02-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
GEEKAYWIRE,02-Sep-2026,02-Sep-2026,Dividend - Re 0.35 Per Share,1,EQ
GPPL,02-Sep-2026,02-Sep-2026,Dividend - Rs 5 Per Share,10,EQ
BLACKROSE,02-Sep-2026,02-Sep-2026,Dividend - Rs 1.25 Per Share,1,EQ
CHEMFAB,02-Sep-2026,02-Sep-2026,Dividend - Rs 1.25 Per Share,10,EQ
INDIAGLYCO,02-Sep-2026,02-Sep-2026,Demerger,5,EQ
TBZ,02-Sep-2026,02-Sep-2026,Dividend - Rs 2.50 Per Share,10,EQ
COMPUSOFT,02-Sep-2026,02-Sep-2026,Dividend - Re 0.25 Per Share,2,EQ
TRITURBINE,02-Sep-2026,02-Sep-2026,Dividend - Rs 2 Per Share,1,EQ
NTPC,02-Sep-2026,02-Sep-2026,Dividend - Rs 3.50 Per Share,10,EQ
ALIVUS,01-Sep-2026,01-Sep-2026,Dividend - Rs 5 Per Share,2,EQ
GARFIBRES,01-Sep-2026,01-Sep-2026,Dividend - Re 1 Per Share,10,EQ
BENGALASM,01-Sep-2026,01-Sep-2026,Dividend - Rs 50 Per Share,10,EQ
CCL,01-Sep-2026,01-Sep-2026,Dividend - Rs 3 Per Share,2,EQ
ORIRAIL,01-Sep-2026,01-Sep-2026,Dividend - Re 0.10 Per Share,1,EQ
PGHH,01-Sep-2026,01-Sep-2026,Dividend - Rs 60 Per Share,10,EQ
SUPRAJIT,01-Sep-2026,01-Sep-2026,Dividend - Rs 2 Per Share,1,EQ
RICOAUTO,01-Sep-2026,01-Sep-2026,Dividend - Re 0.55 Per Share,1,EQ
MAHSEAMLES,01-Sep-2026,01-Sep-2026,Dividend - Rs 10 Per Share,5,EQ
VADILENT,01-Sep-2026,01-Sep-2026,Dividend - Rs 1.50 Per Share,10,EQ
AEROENTER,01-Sep-2026,01-Sep-2026,Dividend - Re 0.40 Per Share,2,EQ
JINDRILL,01-Sep-2026,01-Sep-2026,Dividend - Re 1 Per Share,5,EQ
AKCAPIT,01-Sep-2026,01-Sep-2026,Interim Dividend - Rs 12 Per Share,10,EQ
TAJGVK,01-Sep-2026,01-Sep-2026,Dividend - Rs 2 Per Share,2,EQ
ORBTEXP,31-Aug-2026,31-Aug-2026,Interim Dividend - Re 0.50 Per Share,10,EQ
GANESHHOU,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
GLENMARK,31-Aug-2026,31-Aug-2026,Dividend - Rs 2.50 Per Share,1,EQ
IONEXCHANG,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.25 Per Share,1,EQ
TOTAL,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.25 Per Share,10,EQ
MASTEK,31-Aug-2026,31-Aug-2026,Dividend - Rs 16 Per Share,5,EQ
TRIVENI,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.25 Per Share,1,EQ
MCX,28-Aug-2026,28-Aug-2026,Dividend - Rs 8 Per Share,2,EQ
EMAMIPAP,28-Aug-2026,28-Aug-2026,Dividend - Rs 3.20 Per Share,2,EQ
ADSL,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,5,EQ
DAMCAPITAL,28-Aug-2026,28-Aug-2026,Dividend - Re 1 Per Share,2,EQ
CORALFINAC,28-Aug-2026,28-Aug-2026,Dividend - Re 0.20 Per Share,2,EQ
YUKEN,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
BBOX,28-Aug-2026,28-Aug-2026,Dividend - Re 1 Per Share,2,EQ
GAEL,28-Aug-2026,28-Aug-2026,Dividend - Re 0.30 Per Share,1,EQ
ARVSMART,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.25 Per Share,10,EQ
JENBURPH,28-Aug-2026,28-Aug-2026,Dividend - Rs 20.70 Per Share,10,EQ
JAYKAY,28-Aug-2026,28-Aug-2026,Rights 3:19 @ Premium Rs 74/-,1,EQ
GUFICBIO,28-Aug-2026,28-Aug-2026,Dividend - Re 0.10 Per Share,1,EQ
795GS2032,28-Aug-2026,28-Aug-2026,Interest Payment,100,GS
HONASA,28-Aug-2026,28-Aug-2026,Dividend - Rs 3 Per Share,10,EQ
CANTABIL,28-Aug-2026,28-Aug-2026,Dividend - Re 0.75 Per Share,2,EQ
HALDYNGL,28-Aug-2026,28-Aug-2026,Dividend - Re 0.70 Per Share,1,EQ
SWANCORP,28-Aug-2026,28-Aug-2026,Dividend - Re 0.15 Per Share,1,EQ
DYNAMATECH,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
PARAS,28-Aug-2026,28-Aug-2026,Dividend - Re 1 Per Share,5,EQ
VARDHACRLC,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
MUFTI,28-Aug-2026,28-Aug-2026,Dividend - Rs 2 Per Share,2,EQ
GULPOLY,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,1,EQ
SUMIT,28-Aug-2026,28-Aug-2026,Dividend - Re 0.20 Per Share,10,EQ
POLYMED,28-Aug-2026,29-Aug-2026,Dividend - Rs 3.50 Per Share,5,EQ
STUDDS,28-Aug-2026,29-Aug-2026,Dividend - Rs 3 Per Share,5,EQ
STERTOOLS,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.75 Per Share,2,EQ
SALZERELEC,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
ROHLTD,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
PROTEAN,28-Aug-2026,28-Aug-2026,Dividend - Rs 10 Per Share,10,EQ
NBCC,28-Aug-2026,28-Aug-2026,Dividend - Re 0.46 Per Share,1,EQ
WHIRLPOOL,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
VTL,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,2,EQ
VSSL,28-Aug-2026,28-Aug-2026,Dividend - Rs 3.50 Per Share,10,EQ
VIKRAN,28-Aug-2026,28-Aug-2026,Dividend - Re 0.18 Per Share,1,EQ
VHL,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
PGHL,27-Aug-2026,27-Aug-2026,Dividend - Rs 45 Per Share,10,EQ
MANAKCOAT,27-Aug-2026,27-Aug-2026,Dividend - Re 0.05 Per Share,1,EQ
DOMS,27-Aug-2026,27-Aug-2026,Dividend - Rs 3.65 Per Share,10,EQ
PFC,27-Aug-2026,27-Aug-2026,Interim Dividend - Rs 3.90 Per Share,10,EQ
THOMASCOOK,27-Aug-2026,27-Aug-2026,Dividend - Rs 0.50 Per Share,1,EQ
NRAIL,25-Aug-2026,26-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
AVL,25-Aug-2026,26-Aug-2026,Dividend - Rs 1.25 Per Share,1,EQ
CORDELIA,25-Aug-2026,26-Aug-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,EQ
DEEPAKFERT,25-Aug-2026,25-Aug-2026,Dividend - Rs 10 Per Share,10,EQ
DIFFNKG,25-Aug-2026,26-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
DUCON,25-Aug-2026,25-Aug-2026,Rights 10:13 @ Premium Rs 0/-,1,EQ
SBCL,25-Aug-2026,26-Aug-2026,Dividend - Rs 2 Per Share,2,EQ
PREMCO,25-Aug-2026,26-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
QUINT,25-Aug-2026,25-Aug-2026,Rights - 7 Ccps And 7 Warrants:40,10,EQ
RATNAVEER,25-Aug-2026,26-Aug-2026,Rights 7:40 @ Premium Rs 254/-,10,EQ
MASFIN,25-Aug-2026,26-Aug-2026,Dividend - Re 0.75 Per Share,10,EQ
NATIONALUM,24-Aug-2026,24-Aug-2026,Dividend - Re 1 Per Share,5,EQ
IGIL,24-Aug-2026,24-Aug-2026,Interim Dividend - Rs 2.55 Per Share,2,EQ
AMJLAND,24-Aug-2026,24-Aug-2026,Dividend - Re 0.20 Per Share,2,EQ
GILLETTE,24-Aug-2026,24-Aug-2026,Dividend - Rs 60 Per Share,10,EQ
PDMJEPAPER,24-Aug-2026,24-Aug-2026,Dividend - Re 0.60 Per Share,1,EQ
GKENERGY,24-Aug-2026,24-Aug-2026,Dividend - Re 0.50 Per Share,2,EQ
SENCO,24-Aug-2026,24-Aug-2026,Dividend - Re 1 Per Share,5,EQ
TDPOWERSYS,24-Aug-2026,24-Aug-2026,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,1,EQ
SJVN,24-Aug-2026,24-Aug-2026,Dividend - Re 0.35 Per Share,10,EQ
IPL,24-Aug-2026,24-Aug-2026,Dividend - Re 0.75 Per Share,1,EQ
ZENTEC,21-Aug-2026,21-Aug-2026,Dividend - Re 1 Per Share,1,EQ
MAYURUNIQ,21-Aug-2026,21-Aug-2026,Dividend - Rs 6 Per Sh,5,EQ
UNIDT,21-Aug-2026,21-Aug-2026,Interim Dividend - Re 0.60 Per Share,10,EQ
ECLERX,21-Aug-2026,21-Aug-2026,Dividend - Re 1 Per Share,10,EQ
DMCC,21-Aug-2026,21-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
DEEPINDS,21-Aug-2026,21-Aug-2026,Dividend - Rs 2.50 Per Share,5,EQ
JSL,21-Aug-2026,21-Aug-2026,Dividend - Rs 3 Per Share,2,EQ
SHRADHA,21-Aug-2026,21-Aug-2026,Dividend - Re 0.60 Per Share,2,EQ
GANDHITUBE,21-Aug-2026,21-Aug-2026,Buy Back,5,EQ
GOODLUCK,21-Aug-2026,21-Aug-2026,Bonus 2:1,2,EQ
VELJAN,21-Aug-2026,22-Aug-2026,Dividend - Rs 8.50 Per Share,10,EQ
AMARJOTHI,21-Aug-2026,21-Aug-2026,Dividend - Rs 2.20 Per Share,10,EQ
ALFREDHE,21-Aug-2026,21-Aug-2026,Dividend - Rs 20 Per Share,10,EQ
AKCAPIT,21-Aug-2026,21-Aug-2026,Dividend - Rs 22 Per Share,10,EQ
SURYAROSNI,21-Aug-2026,21-Aug-2026,Dividend - Rs 2.50 Per Share,5,EQ
GVT&D,21-Aug-2026,21-Aug-2026,Dividend - Rs 10 Per Share,2,EQ
VADILALIND,21-Aug-2026,21-Aug-2026,Interim Dividend - Rs 17 Per Share,10,EQ
OMAXAUTO,21-Aug-2026,21-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
MONARCH,21-Aug-2026,21-Aug-2026,Dividend - Re 1 Per Share,10,EQ
SIYSIL,21-Aug-2026,22-Aug-2026,Scheme Of Arrangement - Bonus Ncrps 4:1,2,EQ
JINDALSTEL,21-Aug-2026,21-Aug-2026,Dividend - Rs 2 Per Share,1,EQ
POWERINDIA,21-Aug-2026,21-Aug-2026,Dividend - Rs 8 Per Share,2,EQ
KALYANIFRG,21-Aug-2026,21-Aug-2026,Dividend - Rs 4 Per Share,10,EQ
SOTL,21-Aug-2026,21-Aug-2026,Dividend - Rs 5 Per Share,2,EQ
PATANJALI,21-Aug-2026,21-Aug-2026,Interim Dividend - Rs 1.50 Per Share,2,EQ
VISHNU,21-Aug-2026,21-Aug-2026,Dividend - Re 0.30 Per Share,2,EQ
SIYSIL,21-Aug-2026,22-Aug-2026,Scheme Of Arrangement - Bonus Ncrps 3:1,2,EQ
PATANJALI,21-Aug-2026,21-Aug-2026,Interim Dividend - Re 0.80 Per Share,2,EQ
NICCOPAR,21-Aug-2026,21-Aug-2026,Interim Dividend - Re 0.25 Per Share,1,EQ
SAHYADRI,21-Aug-2026,21-Aug-2026,Interim Dividend - Rs 2.50 Per Share,10,EQ
LICHSGFIN,21-Aug-2026,21-Aug-2026,Dividend - Rs 10 Per Share,2,EQ
RAJPALAYAM,21-Aug-2026,21-Aug-2026,Dividend - Re  0.50 Per Share,10,EQ
KSE,21-Aug-2026,21-Aug-2026,Dividend - Rs 7.50 Per Share,1,EQ
SEAMECLTD,21-Aug-2026,21-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
NATCOPHARM,20-Aug-2026,20-Aug-2026,Interim Dividend - Rs 1.50 Per Share,2,EQ
KAMAHOLD,20-Aug-2026,20-Aug-2026,Interim Dividend - Rs 22.25 Per Share,10,EQ
DAICHI,20-Aug-2026,20-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
SHIVATEX,20-Aug-2026,20-Aug-2026,Dividend - Re 0.60 Per Share,10,EQ
MAZDOCK,20-Aug-2026,20-Aug-2026,Dividend - Rs 4.62 Per Share,5,EQ
VHLTD,20-Aug-2026,20-Aug-2026,Rights 6:7 @ Premium Rs 105/-,10,EQ
MUNJALAU,20-Aug-2026,20-Aug-2026,Dividend - Re 1 Per Share,2,EQ
MARKSANS,20-Aug-2026,20-Aug-2026,Dividend - Re 0.90 Per Share,1,EQ
KUANTUM,20-Aug-2026,20-Aug-2026,Dividend - Rs 2.50 Per Share,1,EQ
NIITLTD,20-Aug-2026,20-Aug-2026,Dividend - Re 1 Per Share,2,EQ
NIITMTS,20-Aug-2026,20-Aug-2026,Dividend - Rs 3.25 Per Share,2,EQ
OCCLLTD,20-Aug-2026,20-Aug-2026,Dividend - Rs 1.80 Per Share,2,EQ
SUKHJITS,20-Aug-2026,20-Aug-2026,Dividend - Re 1 Per Share,5,EQ
COASTCORP,20-Aug-2026,20-Aug-2026,Dividend - Rs 0.28 Per Share,2,EQ
LAOPALA,20-Aug-2026,20-Aug-2026,Dividend - Rs 5 Per Share,2,EQ
DSSL,19-Aug-2026,19-Aug-2026,Interim Dividend - Re 0.50 Per Share,10,EQ
GULFPETRO,19-Aug-2026,19-Aug-2026,Dividend - Re 0.50 Per Share,5,EQ
PAGEIND,19-Aug-2026,19-Aug-2026,Interim Dividend - Rs 200 Per Share,10,EQ
CESC,19-Aug-2026,19-Aug-2026,Interim Dividend - Rs 6 Per Share,1,EQ
JKPAPER,19-Aug-2026,19-Aug-2026,Dividend - Rs 4 Per Share,10,EQ
FLAIR,19-Aug-2026,19-Aug-2026,Dividend - Re 0.50 Per Share,5,EQ
BATAINDIA,19-Aug-2026,19-Aug-2026,Interim Dividend - Rs 25 Per Share,5,EQ
NDRINVIT,19-Aug-2026,19-Aug-2026,Distribution - Rs 1.94 Per Unit Consists Of Re 0.88 Per Unit As Interest/ Re 0.87 Per Unit As Return Of Capital/ Re 0.19 Per Unit As Dividend,100,IV
CUBEINVIT,19-Aug-2026,19-Aug-2026,Distribution - Rs 3.95 Per Unit Consisting Of Rs 2.10 Per Unit As Interest/Rs 1.08 Per Unit As Dividend/Re 0.76 Per Unit As Return Of Capital/Rs 0.01 Per Unit As Tresury Income,100,IV
JAYBARMARU,19-Aug-2026,19-Aug-2026,Dividend - Re 0.70  Per Share,2,EQ
KOVAI,19-Aug-2026,19-Aug-2026,Dividend - Rs 15 Per Share,10,EQ
TAMBOLIIN,19-Aug-2026,19-Aug-2026,Dividend - Rs 1.20 Per Share,10,EQ
KSHITIJPOL,19-Aug-2026,19-Aug-2026,Rights 2:5 @ Premium Rs 1.17/-,2,EQ
LGBBROSLTD,19-Aug-2026,19-Aug-2026,Dividend - Rs 22 Per Share,10,EQ
NXT-INFRA,19-Aug-2026,19-Aug-2026,Distribution - Rs 1.1482 Per Unit As Interest,100,IV
OSEINTRUST,19-Aug-2026,19-Aug-2026,Distribution - Rs 2.6123 Per Unit Consists Of Rs 1.1894 Per Unit As Interest/ Rs 1.202 Per Unit As Dividend/ Re 0.2209 Per Unit As Return Of Capital,100,IV
HONDAPOWER,19-Aug-2026,19-Aug-2026,Dividend - Rs 23 Per Share,10,EQ
SYRMA,18-Aug-2026,18-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
KIRLPNU,18-Aug-2026,18-Aug-2026,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,1,EQ
NGLFINE,18-Aug-2026,18-Aug-2026,Dividend - Rs 1.75 Per Share,5,EQ
JMA,18-Aug-2026,18-Aug-2026,Dividend - Rs 2 Per Share & Special Dividend Re 1 Per Share,2,EQ
ECOSMOBLTY,18-Aug-2026,18-Aug-2026,Dividend - Rs 2.38 Per Share,2,EQ
MGL,18-Aug-2026,18-Aug-2026,Dividend - Rs 18 Per Share,10,EQ
SEITINVIT,18-Aug-2026,18-Aug-2026,Distribution - Rs 3.20900 Per Unit Consist Of Rs 3.20674 Per Unit As Interest / Re 0.00226 Per Unit As Other Income,100,IV
IITL,18-Aug-2026,18-Aug-2026,Buy Back,10,EQ
THEJO,18-Aug-2026,18-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
ROUTE,18-Aug-2026,18-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
RVNL,18-Aug-2026,18-Aug-2026,Dividend - Re 0.71 Per Share,10,EQ
STYL,18-Aug-2026,18-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
SUNTV,18-Aug-2026,18-Aug-2026,Interim Dividend - Rs 5 Per Share,5,EQ
CITIUSINVT,18-Aug-2026,18-Aug-2026,Distribution - Rs 2.06 Per Unit Consists Of Re 0.7126 Per Unit As Interest/ Rs 1.3458 Per Unit As Repayment Of Debt/ Re 0.0016 Per Unit As Other Income,100,IV
ROSSELLIND,18-Aug-2026,18-Aug-2026,Dividend - Re 0.40 Per Share,2,EQ
DELTACORP,17-Aug-2026,17-Aug-2026,Dividend - Re 0.50 Per Share,1,EQ
HISARMETAL,17-Aug-2026,17-Aug-2026,Dividend - Re 1 Per Share,10,EQ
HUDCO,17-Aug-2026,17-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
ICIL,17-Aug-2026,17-Aug-2026,Dividend - Rs 1.50 Per Share,2,EQ
FABTECH,17-Aug-2026,17-Aug-2026,Dividend - Re 0.60 Per Share,10,EQ
BANDHANBNK,17-Aug-2026,17-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
PLASTIBLEN,17-Aug-2026,17-Aug-2026,Dividend - Rs 3 Per Share,5,EQ
636GS2031,17-Aug-2026,17-Aug-2026,Interest Payment,100,GS
MANAPPURAM,17-Aug-2026,17-Aug-2026,Interim Dividend - Re 1 Per Share,2,EQ
SILVERTUC,17-Aug-2026,17-Aug-2026,Dividend - Re 0.10 Per Share,2,EQ
SKFINDUS,17-Aug-2026,17-Aug-2026,Interim Dividend - Rs 20 Per Share,10,EQ
PANAMAPET,17-Aug-2026,17-Aug-2026,Dividend - Rs 3 Per Share,2,EQ
INDIGRID,17-Aug-2026,17-Aug-2026,Distribution - Rs 4.12 Per Unit Consist Of Rs 2.6909 Per Unit As Interest/ Re 0.0224 Per Unit As Dividend/ Rs 1.4067 Per Unit As Capital Repayment,100,IV
NBCC,17-Aug-2026,17-Aug-2026,Interim Dividend - Re 0.15 Per Share,1,EQ
ASTRAL,14-Aug-2026,14-Aug-2026,Dividend - Rs 2.50 Per Share,1,EQ
DYNAMATECH,14-Aug-2026,14-Aug-2026,Interim Dividend - Rs 3 Per Share,10,EQ
CREST,14-Aug-2026,14-Aug-2026,Dividend - Re 1 Per Share,10,EQ
IOC,14-Aug-2026,14-Aug-2026,Dividend - Rs 1.25 Per Share,10,EQ
INTERISE,14-Aug-2026,15-Aug-2026,Distribution - Rs 2.30 Per Unit Consists Of Rs 1.70 Per Unit As Interest/ Re 0.20 Per Unit As Return Of Capital/ Re 0.40 Per Unit As Dividend,100,IV
AARON,14-Aug-2026,14-Aug-2026,Dividend - Re 0.50 Per Share,10,EQ
YATHARTH,14-Aug-2026,14-Aug-2026,Interim Dividend - Re 0.50 Per Share,10,EQ
GPIL,14-Aug-2026,14-Aug-2026,Dividend - Re 1 Per Share,1,EQ
BAGMANE,14-Aug-2026,14-Aug-2026,Distribution - Rs 1.50 Per Unit Consists Of Rs 1.3748 Per Unit As Dividend & Re 0.1252 Per Unit As Interest,100,RR
GANESHCP,14-Aug-2026,14-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
ANUP,14-Aug-2026,14-Aug-2026,Dividend - Rs 12 Per Share,10,EQ
FEDERALBNK,14-Aug-2026,14-Aug-2026,Dividend - Rs 1.20 Per Share,2,EQ
APOLLOHOSP,14-Aug-2026,14-Aug-2026,Dividend - Rs 10 Per Sh,5,EQ
ANANTAM,14-Aug-2026,14-Aug-2026,Distribution - Rs 2.50 Per Unit Consist Of Rs 1.1508 Per Unit As Interest/ Rs 1.3464 Per Unit As Dividend/ Re 0.0028 Per Unit As Other Income,100,IV
ELECTCAST,14-Aug-2026,14-Aug-2026,Dividend - Re 0.90 Per Share,1,EQ
ALKALI,14-Aug-2026,14-Aug-2026,Dividend - Re 1 Per Share,10,EQ
CANHLIFE,14-Aug-2026,14-Aug-2026,Dividend - Re 0.40 Per Share,10,EQ
SURYALA,14-Aug-2026,14-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
HAL,14-Aug-2026,14-Aug-2026,Dividend - Rs 10 Per Sh,5,EQ
MEDANTA,14-Aug-2026,14-Aug-2026,Dividend - Re 0.50 Per Share,2,EQ
MANGLMCEM,14-Aug-2026,14-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
RESPONIND,14-Aug-2026,14-Aug-2026,Dividend - Re 0.10 Per Share,1,EQ
MINDACORP,14-Aug-2026,14-Aug-2026,Dividend - Re 0.80 Per Share,2,EQ
RAIN,14-Aug-2026,14-Aug-2026,Interim Dividend - Re 1 Per Share,2,EQ
