symbol,ex_date,record_date,purpose,face_value,series
VAIBHAVGBL,12-Aug-2026,12-Aug-2026,Interim Dividend - Rs 1.50 Per Share,2,EQ
CAMS,12-Aug-2026,12-Aug-2026,Interim Dividend - Rs 2.50 Per Share,2,EQ
SUDARSCHEM,11-Aug-2026,11-Aug-2026,Dividend - Rs 5 Per Share,2,EQ
CASTROLIND,11-Aug-2026,11-Aug-2026,Interim Dividend - Rs 6.25 Per Share,5,EQ
GATEWAY,11-Aug-2026,11-Aug-2026,Interim Dividend - Rs 1.25 Per Share,10,EQ
GLAND,11-Aug-2026,11-Aug-2026,Dividend - Rs 20 Per Sh,1,EQ
RATNAMANI,11-Aug-2026,11-Aug-2026,Dividend - Rs 10 Per Share,2,EQ
SYMPHONY,11-Aug-2026,11-Aug-2026,Interim Dividend - Re 1  Per Share,2,EQ
CHAMBLFERT,11-Aug-2026,11-Aug-2026,Dividend - Rs 6 Per Share,10,EQ
KIRLOSIND,11-Aug-2026,11-Aug-2026,Dividend - Rs 13 Per Share,10,EQ
GODFRYPHLP,11-Aug-2026,11-Aug-2026,Dividend - Rs 33 Per Sh,2,EQ
AVTNPL,10-Aug-2026,10-Aug-2026,Dividend - Re 0.45 Per Share,1,EQ
JIOFIN,10-Aug-2026,10-Aug-2026,Dividend - Rs 0.60 Per Share,10,EQ
RITES,10-Aug-2026,10-Aug-2026,Interim Dividend - Rs 1.40 Per Share,10,EQ
INDUSTOWER,10-Aug-2026,10-Aug-2026,Dividend - Rs 14 Per Share,10,EQ
STYRENIX,10-Aug-2026,10-Aug-2026,Interim Dividend - Rs 23 Per Share,10,EQ
INDUSINVIT,10-Aug-2026,10-Aug-2026,Distribution - Rs 3.55 Per Unit Consists Of Interest Rs 2.38 Per Unit & Return Of Capital Rs 1.17 Per Unit,100,IV
PTC,10-Aug-2026,10-Aug-2026,Interim Dividend - Rs 23 Per Share,10,EQ
WSTCSTPAPR,10-Aug-2026,10-Aug-2026,Dividend - Rs 3 Per Share,2,EQ
CMPDI,10-Aug-2026,10-Aug-2026,Dividend - Rs 1.06 Per Share,2,EQ
IDFCFIRSTB,07-Aug-2026,07-Aug-2026,Dividend - Re 0.25 Per Share,10,EQ
STEELCAS,07-Aug-2026,07-Aug-2026,Interim Dividend - Re 0.45 Per Share,1,EQ
TIINDIA,07-Aug-2026,07-Aug-2026,Dividend - Rs 1.50  Per Share,1,EQ
ANZEN,07-Aug-2026,07-Aug-2026,Distribution - Rs 3 Per Unit Consist Of Rs 2.3790 Per Unit As Interest/ Re 0.2583 Per Unit As Dividend/ Re 0.3483 Per Unit As Principal Repayment/ Re 0.0144 Per Unit As Other Income,100,IV
QUESS,07-Aug-2026,07-Aug-2026,Dividend - Rs 3 Per Share,10,EQ
ARVINDFASN,07-Aug-2026,07-Aug-2026,Dividend - Rs 1.60 Per Share,4,EQ
CHOLAHLDNG,07-Aug-2026,07-Aug-2026,Dividend - Rs 1.30 Per Share,1,EQ
AVANTIFEED,07-Aug-2026,07-Aug-2026,Dividend - Rs 10 Per Share,1,EQ
VARROC,07-Aug-2026,07-Aug-2026,Dividend - Rs 1.50 Per Share,1,EQ
SAGILITY,07-Aug-2026,07-Aug-2026,Dividend - Re 0.10 Per Share,10,EQ
AARVI,07-Aug-2026,07-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
JTEKTINDIA,07-Aug-2026,07-Aug-2026,Dividend - Re 0.75 Per Share,1,EQ
ALKEM,07-Aug-2026,07-Aug-2026,Dividend - Rs 10 Per Share,2,EQ
SHARDACROP,07-Aug-2026,07-Aug-2026,Dividend - Rs 9 Per Share,10,EQ
WONDERLA,07-Aug-2026,07-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
PIIND,07-Aug-2026,07-Aug-2026,Dividend - Rs 10 Per Share,1,EQ
MANBA,07-Aug-2026,07-Aug-2026,Interim Dividend - Re 0.25 Per Share,10,EQ
SHREMINVIT,07-Aug-2026,07-Aug-2026,Distribution - Rs 3 Per Unit Consist Of Re 0.5469 Per Unit As Dividend/ Rs 1.2547 Per Unit As Interest/ Rs 1.1984 Per Unit As Return Of Capital,100,IV
SAHYADRI,07-Aug-2026,07-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
UBL,07-Aug-2026,07-Aug-2026,Dividend - Rs 10 Per Share,1,EQ
WESTLIFE,07-Aug-2026,07-Aug-2026,Interim Dividend - Re 0.40 Per Share,2,EQ
GRASIM,07-Aug-2026,07-Aug-2026,Dividend - Rs 10 Per Share,2,EQ
ABLBL,07-Aug-2026,07-Aug-2026,Dividend - Re 0.50 Per Share,10,EQ
KEC,07-Aug-2026,07-Aug-2026,Dividend - Rs 5.50 Per Share,2,EQ
ABB,07-Aug-2026,07-Aug-2026,Special Dividend - Rs 90 Per Share,2,EQ
VENUSREM,07-Aug-2026,07-Aug-2026,Dividend - Rs 10 Per Share,10,EQ
CHENNPETRO,07-Aug-2026,07-Aug-2026,Dividend - Rs 54 Per Share,10,EQ
IPCALAB,07-Aug-2026,07-Aug-2026,Dividend - Rs 6 Per Share,1,EQ
JAYAGROGN,07-Aug-2026,07-Aug-2026,Dividend - Rs 3.50 Per Share,5,EQ
MUKANDLTD,07-Aug-2026,07-Aug-2026,Dividend - Rs 2 Per Share & Special Dividend Re 1 Per Share,10,EQ
GESHIP,07-Aug-2026,07-Aug-2026,Interim Dividend - Rs 14.40 Per Share,10,EQ
MARUTI,07-Aug-2026,07-Aug-2026,Dividend - Rs 140 Per Share,5,EQ
RUBICON,07-Aug-2026,07-Aug-2026,Dividend - Rs 1.50 Per Share,1,EQ
NAVA,07-Aug-2026,07-Aug-2026,Dividend - Rs 5.50 Per Share,1,EQ
MINDSPACE,07-Aug-2026,08-Aug-2026,Distribution - Rs 6.67 Per Unit Consisting Of Dividend - Rs 3.34 Per Unit/ Repayment Of Spv Debt - Rs 3.33 Per Unit,275,RR
LODHA,07-Aug-2026,07-Aug-2026,Dividend - Rs 4.25 Per Share,10,EQ
NETWEB,07-Aug-2026,07-Aug-2026,Dividend - Rs 3 Per Share,2,EQ
SHYAMMETL,07-Aug-2026,07-Aug-2026,Dividend - Rs 2.70 Per Share,10,EQ
TASTYBITE,06-Aug-2026,06-Aug-2026,Dividend - Rs 10 Per Share,10,EQ
MINDTECK,06-Aug-2026,06-Aug-2026,Dividend - Re 1 Per Share,10,EQ
BLACKROSE,06-Aug-2026,06-Aug-2026,Interim Dividend - Rs 2 Per Share,1,EQ
LINDEINDIA,06-Aug-2026,06-Aug-2026,Dividend - Rs 4 Per Share/Special Dividend - 8 Per Share,10,EQ
INVPRECQ,06-Aug-2026,06-Aug-2026,Dividend - Re 1 Per Sh,10,EQ
LUMAXTECH,06-Aug-2026,06-Aug-2026,Dividend - Rs 5.50 Per Share,2,EQ
INFOBEAN,06-Aug-2026,06-Aug-2026,Dividend - Re 0.50 Per Share & Special Dividend - Re 0.50 Per Share,10,EQ
PRAJIND,06-Aug-2026,06-Aug-2026,Dividend - Rs 3.60 Per Share,2,EQ
SHANTIGOLD,06-Aug-2026,06-Aug-2026,Rights 19:295 @ Premium Rs 205/-,10,EQ
RANEHOLDIN,06-Aug-2026,06-Aug-2026,Dividend - Rs 47 Per Share,10,EQ
GENESYS,06-Aug-2026,06-Aug-2026,Rights 3:5 @ Premium Rs 45/-,5,EQ
BHARATGEAR,06-Aug-2026,06-Aug-2026,Dividend - Re 1 Per Share,10,EQ
NXST,06-Aug-2026,06-Aug-2026,Distribution - Rs 2.442 Consisting Of Rs 1.041 As Interest/ Re 0.861 Per Unit As Dividend/ Re 0.003 Per Unit As Other Income/ Re 0.537 Per Unit As Repayment Of Spv Level Debt,100,RR
LUMAXIND,06-Aug-2026,06-Aug-2026,Dividend - Rs 55 Per Share,10,EQ
FERMENTA,05-Aug-2026,05-Aug-2026,Dividend - Rs 3.75 Per Share,5,EQ
TEMBO,05-Aug-2026,05-Aug-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10,EQ
OAL,05-Aug-2026,05-Aug-2026,Dividend - Re 0.50 Per Share,5,EQ
MATRIMONY,05-Aug-2026,05-Aug-2026,Dividend - Rs 5 Per Share,5,EQ
VAML,05-Aug-2026,05-Aug-2026,Interim Dividend - Rs 8 Per Share,1,EQ
SIKA,05-Aug-2026,05-Aug-2026,Dividend - Rs 3.50 Per Share,2,EQ
UDS,05-Aug-2026,05-Aug-2026,Interim Dividend - Re 1 Per Share,10,EQ
DISAQ,05-Aug-2026,05-Aug-2026,Dividend - Rs 200 Per Share,10,EQ
BAJAJINDEF,05-Aug-2026,05-Aug-2026,Dividend - Rs 2 Per Share,1,EQ
TDPOWERSYS,05-Aug-2026,05-Aug-2026,Dividend - Rs 1.10 Per Share,2,EQ
HYUNDAI,05-Aug-2026,05-Aug-2026,Dividend - Rs 21 Per Share,10,EQ
ANUHPHR,05-Aug-2026,05-Aug-2026,Dividend - Rs 1.50 Per Share,5,EQ
GOODYEAR,05-Aug-2026,05-Aug-2026,Dividend - Rs 26.50 Per Share,10,EQ
VERTIS,05-Aug-2026,05-Aug-2026,Distribution - Rs 3.25 Per Unit Consist Of Rs 1.9491 Per Unit As Interest /Re 0.4264 Per Unit As Return Of Capital/ Re 0.8706 Per Unit As Dividend / Re 0.0039 Per Unit As Other Income,100,IV
BRIGADE,05-Aug-2026,05-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
BAYERCROP,05-Aug-2026,05-Aug-2026,Dividend - Rs 60 Per Share,10,EQ
TVSINVIT,05-Aug-2026,05-Aug-2026,Distribution - Rs 1.55 Per Unit Consist Of Rs 1.53 Per Unit As Interest/ Re 0.02 Per Unit As Other Income,100,IV
ADFFOODS,05-Aug-2026,05-Aug-2026,Dividend - Re 0.60 Per Share,2,EQ
AUTOAXLES,05-Aug-2026,05-Aug-2026,Dividend - Rs 32 Per Share,10,EQ
BERGEPAINT,05-Aug-2026,05-Aug-2026,Dividend - Rs 4 Per Share,1,EQ
GANDHITUBE,05-Aug-2026,05-Aug-2026,Dividend - Rs 15 Per Share,5,EQ
AJANTPHARM,05-Aug-2026,05-Aug-2026,Interim Dividend - Rs 32 Per Share,2,EQ
IRB,05-Aug-2026,05-Aug-2026,Interim Dividend - Re 0.05 Per Share,1,EQ
SOMANYCERA,05-Aug-2026,05-Aug-2026,Dividend - Rs 2 Per Share,2,EQ
SHREYANIND,05-Aug-2026,05-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
MUNJALSHOW,05-Aug-2026,05-Aug-2026,Dividend - Rs 4.50 Per Share,2,EQ
CONCOR,04-Aug-2026,04-Aug-2026,Interim Dividend - Rs 1.60 Per Share,5,EQ
SONAMLTD,04-Aug-2026,04-Aug-2026,Interim Dividend - Re 0.30 Per Share,5,EQ
TCPLPACK,04-Aug-2026,04-Aug-2026,Dividend - Rs 25 Per Share,10,EQ
GROBTEA,04-Aug-2026,04-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
EMBASSY,04-Aug-2026,04-Aug-2026,Distribution - Rs 6.31 Per Unit Consisting Of Re 0.37 Per Unit As Interest/ Re 0.80 Per Unit As Dividend/ Rs 5.14 Per Unit As Repayment Of Spv Level Debt,300,RR
MAPMYINDIA,04-Aug-2026,04-Aug-2026,Dividend - Rs 3.50 Per Share,2,EQ
ANDHRAPAP,04-Aug-2026,04-Aug-2026,Dividend - Re 0.50 Per Share,2,EQ
BOSCHLTD,04-Aug-2026,04-Aug-2026,Dividend - Rs 270 Per Share,10,EQ
ALEMBICLTD,04-Aug-2026,04-Aug-2026,Dividend - Rs 2.40 Per Share,2,EQ
EVEREADY,04-Aug-2026,04-Aug-2026,Dividend - Rs 2.50 Per Share,5,EQ
HIRECT,04-Aug-2026,04-Aug-2026,Dividend - Rs 1.40 Per Share,2,EQ
GREENPLY,04-Aug-2026,04-Aug-2026,Dividend - Re 0.50  Per Share,1,EQ
BALKRISIND,04-Aug-2026,04-Aug-2026,Interim Dividend - Rs 4 Per Share,2,EQ
PCBL,04-Aug-2026,04-Aug-2026,Interim Dividend - Rs 4.50 Per Share,1,EQ
ICICIBANK,03-Aug-2026,03-Aug-2026,Dividend - Rs 12 Per Share,2,EQ
TRANSRAILL,03-Aug-2026,03-Aug-2026,Interim Dividend - Rs  3 Per Share,2,EQ
COFORGE,03-Aug-2026,03-Aug-2026,Interim Dividend - Rs 4 Per Share,2,EQ
KAKATCEM,03-Aug-2026,03-Aug-2026,Dividend - Rs 3 Per Share,10,EQ
KANPRPLA,03-Aug-2026,03-Aug-2026,Dividend - Rs 1.20 Per Share,10,EQ
EMKAY,03-Aug-2026,03-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
BASML,03-Aug-2026,03-Aug-2026,Dividend - Re 0.25 Per Sh,5,EQ
KALAMANDIR,03-Aug-2026,03-Aug-2026,Dividend - Rs 1.50 Per Share,2,EQ
GALAXYSURF,31-Jul-2026,31-Jul-2026,Dividend - Rs 22 Per Share,10,EQ
PRIVISCL,31-Jul-2026,31-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
RAMAPHO,31-Jul-2026,31-Jul-2026,Dividend - Re 0.25 Per Share,5,EQ
PGINVIT,31-Jul-2026,31-Jul-2026,Distribution - Rs 3 Per Unit Consist Of Rs 1.72 Per Unit As Interest/ Re 0.62 Per Unit As Dividend/ Re 0.65 Per Unit As Repayment Of Spv Debt/ Re 0.01 Per Unit As Treasury Income,100,IV
INOXGREEN,31-Jul-2026,01-Aug-2026,Demerger,10,EQ
SINGERIND,31-Jul-2026,31-Jul-2026,Dividend - Re 0.40 Per Share,2,EQ
PNBHOUSING,31-Jul-2026,31-Jul-2026,Dividend - Rs 8 Per Share,10,EQ
AUBANK,31-Jul-2026,31-Jul-2026,Dividend - Re 1 Per Share,10,EQ
IRBIT,31-Jul-2026,31-Jul-2026,Distribution - Rs. 1.70 Per Unit As Interest,100,IV
KRT,31-Jul-2026,31-Jul-2026,Distribution - Rs 1.695 Consisting Of Re 0.922 Per Unit As Dividend/ Rs 0.278 Per Unit As Interest/ Re 0.001 Per Unit As Other Income/ Re 0.494 Per Unit As Repayment Of Debt,100,RR
EXPLEOSOL,31-Jul-2026,01-Aug-2026,Dividend - Rs 110 Per Share,10,EQ
BHARTIHEXA,31-Jul-2026,31-Jul-2026,Dividend - Rs 18 Per Share,5,EQ
VBL,31-Jul-2026,01-Aug-2026,Interim Dividend - Re 0.50 Per Share,2,EQ
FIVESTAR,31-Jul-2026,31-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
CELLO,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.50 Per Share,5,EQ
REDTAPE,31-Jul-2026,31-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
FINEORG,31-Jul-2026,31-Jul-2026,Dividend - Rs 11 Per Share,5,EQ
WPIL,31-Jul-2026,31-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
PRADPME,31-Jul-2026,31-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
MAFATIND,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.25 Per Share,2,EQ
ALLDIGI,31-Jul-2026,31-Jul-2026,Interim Dividend - Rs 30 Per Share,10,EQ
GANDHAR,31-Jul-2026,31-Jul-2026,Interim Dividend - Rs 2 Per Share,2,EQ
RKSWAMY,31-Jul-2026,31-Jul-2026,Dividend - Rs 2 Per Share,5,EQ
GVPIL,31-Jul-2026,31-Jul-2026,Dividend - Rs 7 Per Share,10,EQ
ASKAUTOLTD,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.85 Per Share,2,EQ
BAJEL,31-Jul-2026,31-Jul-2026,Dividend - Re 0.60 Per Share,2,EQ
SHILCTECH,31-Jul-2026,31-Jul-2026,Dividend - Rs 12.50 Per Share,10,EQ
INDGN,31-Jul-2026,31-Jul-2026,Dividend - Rs 2.25 Per Share,2,EQ
RECLTD,31-Jul-2026,31-Jul-2026,Interim Dividend - Rs 4.25 Per Share,10,EQ
HUDCO,31-Jul-2026,31-Jul-2026,Interim Dividend - Rs 1.25 Per Share,10,EQ
ENDURANCE,31-Jul-2026,31-Jul-2026,Dividend - Rs 11.50 Per Share,10,EQ
SIRCA,31-Jul-2026,31-Jul-2026,Dividend - Rs 2 Per Share,10,EQ
CUB,31-Jul-2026,31-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
GREENPANEL,31-Jul-2026,31-Jul-2026,Dividend - Re 0.50 Per Share,1,EQ
MAMATA,31-Jul-2026,31-Jul-2026,Dividend - Re 0.50 Per Share,10,EQ
EICHERMOT,31-Jul-2026,31-Jul-2026,Dividend - Rs 82 Per Share,1,EQ
TIMKEN,31-Jul-2026,31-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
UNITEDTEA,31-Jul-2026,31-Jul-2026,Dividend - Rs 2.20 Per Share,10,EQ
PFC,31-Jul-2026,31-Jul-2026,Dividend - Rs 3.95 Per Share,10,EQ
ASTRAZEN,31-Jul-2026,31-Jul-2026,Dividend - Rs 36 Per Share,2,EQ
CARBORUNIV,31-Jul-2026,31-Jul-2026,Dividend - Rs 2.50 Per Share,1,EQ
STAR,31-Jul-2026,31-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
CENTUM,31-Jul-2026,31-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
IGARASHI,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.30 Per Share,10,EQ
ANANTRAJ,31-Jul-2026,31-Jul-2026,Dividend - Re 1 Per Share,2,EQ
BATLIBOI,31-Jul-2026,31-Jul-2026,Dividend - Re 0.60 Per Share,5,EQ
PRECWIRE,31-Jul-2026,31-Jul-2026,Dividend - Re 0.55 Per Share,1,EQ
SAKSOFT,31-Jul-2026,31-Jul-2026,Dividend - Re 0.55 Per Share,1,EQ
EIHOTEL,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.50 Per Share,2,EQ
CAMPUS,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.50 Per Share,5,EQ
KSL,31-Jul-2026,31-Jul-2026,Dividend - Rs 10 Per Share,5,EQ
IMFA,31-Jul-2026,31-Jul-2026,Dividend - Rs 7.50 Per Share,10,EQ
NARMADA,31-Jul-2026,31-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,5,EQ
COALINDIA,31-Jul-2026,31-Jul-2026,Interim Dividend - Rs 5.50 Per Share,10,EQ
CEATLTD,31-Jul-2026,31-Jul-2026,Dividend - Rs 35 Per Share,10,EQ
KIRLOSENG,31-Jul-2026,31-Jul-2026,Dividend - Rs 4.50 Per Share,2,EQ
BATAINDIA,31-Jul-2026,31-Jul-2026,Dividend - Rs 9 Per Share,5,EQ
VGUARD,31-Jul-2026,31-Jul-2026,Dividend - Rs 1.50 Per Share,1,EQ
BOMDYEING,31-Jul-2026,31-Jul-2026,Dividend - Rs 0.40 Per Share,2,EQ
BRITANNIA,31-Jul-2026,31-Jul-2026,Dividend - Rs 90.50 Per Share,1,EQ
DCMSHRIRAM,31-Jul-2026,31-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
BASF,30-Jul-2026,30-Jul-2026,Dividend - Rs 25 Per Share,10,EQ
YASHO,30-Jul-2026,30-Jul-2026,Dividend - Re 0.50 Per Share,10,EQ
ULTRACEMCO,30-Jul-2026,30-Jul-2026,Dividend - Rs 240 Per Share,10,EQ
SHAREINDIA,30-Jul-2026,30-Jul-2026,Interim Dividend - Re 0.50 Per Share,2,EQ
CHEVIOT,30-Jul-2026,30-Jul-2026,Dividend - Rs 25 Per Share,10,EQ
GPTHEALTH,30-Jul-2026,30-Jul-2026,Dividend - Rs1.50 Per Share,10,EQ
LALPATHLAB,30-Jul-2026,30-Jul-2026,Interim Dividend - Rs 5 Per Share,10,EQ
ALBERTDAVD,30-Jul-2026,30-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
MARICO,30-Jul-2026,30-Jul-2026,Dividend - Rs 4 Per Share,1,EQ
IVP,30-Jul-2026,30-Jul-2026,Dividend - Rs 1.50 Per Sh,10,EQ
KOKUYOCMLN,30-Jul-2026,30-Jul-2026,Dividend - Re 0.30 Per Share,1,EQ
JKTYRE,30-Jul-2026,30-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
IGPL,30-Jul-2026,30-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
GRANULES,30-Jul-2026,30-Jul-2026,Dividend - Rs 1.75 Per Share,1,EQ
BIRLANU,30-Jul-2026,30-Jul-2026,Dividend - Rs 15 Per Share,10,EQ
DWARKESH,30-Jul-2026,30-Jul-2026,Dividend - Re 0.10 Per Share,1,EQ
TTKPRESTIG,29-Jul-2026,29-Jul-2026,Dividend - Rs 7.50 Per Share,1,EQ
IFGLEXPOR,29-Jul-2026,29-Jul-2026,Dividend - Rs 2.15 Per Share,10,EQ
RML,29-Jul-2026,29-Jul-2026,Dividend - Rs 16 Per Share,10,EQ
UGARSUGAR,29-Jul-2026,29-Jul-2026,Dividend - Re 0.10 Per Share,1,EQ
ROUTE,29-Jul-2026,29-Jul-2026,Interim Dividend - Rs 4 Per Share,10,EQ
GODREJAGRO,29-Jul-2026,29-Jul-2026,Dividend - Rs 11 Per Share,10,EQ
SHAKTIPUMP,29-Jul-2026,29-Jul-2026,Dividend - Re 1 Per Share,10,EQ
SIEMENS,29-Jul-2026,29-Jul-2026,Dividend - Rs 18 Per Share,2,EQ
APLLTD,29-Jul-2026,29-Jul-2026,Dividend - Rs 12 Per Share,2,EQ
SOLARINDS,28-Jul-2026,28-Jul-2026,Dividend - Rs 11 Per Share,2,EQ
MENNPIS,28-Jul-2026,28-Jul-2026,Dividend - Re 1 Per Share,1,EQ
HARDWYN,28-Jul-2026,28-Jul-2026,Bonus 2:5,1,EQ
GMMPFAUDLR,28-Jul-2026,28-Jul-2026,Dividend - Re 1 Per Share,2,EQ
DOLLAR,28-Jul-2026,28-Jul-2026,Dividend - Rs 3 Per Share,2,EQ
EIHAHOTELS,28-Jul-2026,28-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
GODREJPROP,28-Jul-2026,28-Jul-2026,Dividend - Rs 10 Per Share,5,EQ
GREAVESCOT,28-Jul-2026,28-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
SRF,28-Jul-2026,28-Jul-2026,Interim Dividend - Rs 5 Per Share,10,EQ
IRBINVIT,28-Jul-2026,28-Jul-2026,Distribution - Rs 1.625 Per Unit Consists Of Rs 1 Per Unit As Interest & Re 0.625 Per Unit As Return Of Capital,102,IV
VINDHYATEL,27-Jul-2026,27-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
ARE&M,27-Jul-2026,27-Jul-2026,Dividend - Rs 5.20 Per Share,1,EQ
668GS2033,27-Jul-2026,27-Jul-2026,Interest Payment,100,GS
BIRLACABLE,27-Jul-2026,27-Jul-2026,Dividend - Rs 1.25 Per Share,10,EQ
DEEPAKNTR,27-Jul-2026,27-Jul-2026,Dividend - Rs 7.50 Per Share,2,EQ
TATACAP,27-Jul-2026,27-Jul-2026,Dividend - Re 0.57 Per Share,10,EQ
CRISIL,27-Jul-2026,27-Jul-2026,Interim Dividend - Rs 10  Per Share,1,EQ
603GS2029,27-Jul-2026,27-Jul-2026,Interest Payment,100,GS
PERSISTENT,27-Jul-2026,27-Jul-2026,Dividend - Rs 18 Per Share,5,EQ
UNIVCABLES,27-Jul-2026,27-Jul-2026,Dividend - Rs 4.50 Per Share,10,EQ
EVERESTIND,27-Jul-2026,27-Jul-2026,Dividend - Re 1 Per Share,10,EQ
KCP,27-Jul-2026,27-Jul-2026,Dividend - Re 0.50 Per Share,1,EQ
WIPRO,27-Jul-2026,27-Jul-2026,Interim Dividend - Rs 2 Per Share,2,EQ
DLF,27-Jul-2026,27-Jul-2026,Dividend - Rs 8 Per Share,2,EQ
PDSL,24-Jul-2026,24-Jul-2026,Dividend - Rs 1.65 Per Share,2,EQ
JUBLPHARMA,24-Jul-2026,24-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
STEELCAS,24-Jul-2026,24-Jul-2026,Dividend - Re 0.54 Per Share,1,EQ
BHAGERIA,24-Jul-2026,24-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
ADVENZYMES,24-Jul-2026,24-Jul-2026,Dividend - Rs 1.35 Per Share,2,EQ
CROMPTON,24-Jul-2026,24-Jul-2026,Dividend - Rs 3 Per Share,2,EQ
CONCORDBIO,24-Jul-2026,24-Jul-2026,Dividend - Rs 7.55 Per Share,1,EQ
CMPDI,24-Jul-2026,24-Jul-2026,Interim Dividend - Rs 1.05 Per Share,2,EQ
SHYAMMETL,24-Jul-2026,24-Jul-2026,Interim Dividend - Rs 1.80 Per Share,10,EQ
JLHL,24-Jul-2026,24-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,EQ
