symbol,ex_date,record_date,purpose,face_value,series
APARINDS,11-Sep-2026,14-Sep-2026,Dividend - Rs 60 Per Share,10,EQ
DYNPRO,11-Sep-2026,11-Sep-2026,Dividend - Rs 1.50 Per Share,10,EQ
EDELWEISS,11-Sep-2026,13-Sep-2026,Dividend - Rs 1.50 Per Share,1,EQ
ARIHANTSUP,11-Sep-2026,11-Sep-2026,Dividend - Re 0.25 Per Share,10,EQ
ASAHIINDIA,11-Sep-2026,11-Sep-2026,Dividend - Rs 2 Per Share,1,EQ
ASHIKAG,11-Sep-2026,12-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
MANCREDIT,11-Sep-2026,14-Sep-2026,Dividend - Re 0.75 Per Share,10,EQ
ATULAUTO,11-Sep-2026,11-Sep-2026,Dividend - Rs 3 Per Share,5,EQ
AXITA,11-Sep-2026,11-Sep-2026,Dividend - Re 0.05 Per Share,1,EQ
BAJAJHCARE,11-Sep-2026,14-Sep-2026,Dividend - Rs 1.50 Per Share,5,EQ
FINPIPE,11-Sep-2026,11-Sep-2026,Dividend - Rs 2 Per Share & Special Dividend Re 0.75 Per Share,2,EQ
BALMLAWRIE,11-Sep-2026,14-Sep-2026,Dividend - Rs 4.25 Per Share,10,EQ
BANCOINDIA,11-Sep-2026,12-Sep-2026,Dividend - Rs 8 Per Share,2,EQ
ADVAIT,11-Sep-2026,14-Sep-2026,Dividend - Rs 2 Per Share,10,EQ
ASTRAMICRO,11-Sep-2026,11-Sep-2026,Dividend - Rs 2.40 Per Share,2,EQ
CONSOFINVT,11-Sep-2026,14-Sep-2026,Dividend - Rs 1.47 Per Share,10,EQ
MOLDTKPAC,11-Sep-2026,14-Sep-2026,Dividend - Rs 3 Per Share,5,EQ
MANORAMA,11-Sep-2026,14-Sep-2026,Dividend - Re 0.80 Per Share,2,EQ
MARINE,11-Sep-2026,11-Sep-2026,Dividend - Re 0.30 Per Share,2,EQ
RUPA,11-Sep-2026,11-Sep-2026,Dividend - Rs 3 Per Share,1,EQ
TECHNOE,11-Sep-2026,11-Sep-2026,Dividend - Rs 7 Per Share,2,EQ
TEGA,11-Sep-2026,14-Sep-2026,Dividend - Rs 2 Per Share,10,EQ
TEXRAIL,11-Sep-2026,11-Sep-2026,Dividend - Re 0.75 Per Share,1,EQ
MEDIASSIST,11-Sep-2026,11-Sep-2026,Dividend - Rs 2 Per Share,5,EQ
MOLDTECH,11-Sep-2026,14-Sep-2026,Dividend - Rs 2 Per Share,2,EQ
METROGLOBL,11-Sep-2026,11-Sep-2026,Dividend - Rs 2.50 Per Share,10,EQ
TRANSRAILL,11-Sep-2026,11-Sep-2026,Dividend - Rs 2 Per Share,2,EQ
NATHBIOGEN,11-Sep-2026,11-Sep-2026,Dividend - Rs 2 Per Share,10,EQ
UTTAMSUGAR,11-Sep-2026,11-Sep-2026,Dividend - Rs 2.50 Per Share,10,EQ
CEIGALL,11-Sep-2026,11-Sep-2026,Dividend - Re 0.50 Per Share,5,EQ
CHALET,11-Sep-2026,11-Sep-2026,Dividend - Re 1 Per Share,10,EQ
HEIDELBERG,11-Sep-2026,11-Sep-2026,Dividend - Rs 7 Per Share,10,EQ
CMSINFO,11-Sep-2026,14-Sep-2026,Dividend - Rs 2.50 Per Share,10,EQ
COMFINTE,11-Sep-2026,14-Sep-2026,Dividend - Re 0.05 Per Share,1,EQ
COMPEAU,11-Sep-2026,11-Sep-2026,Dividend - Re 1 Per Share,10,EQ
LINC,10-Sep-2026,10-Sep-2026,Dividend - Rs 1.50 Per Share,5,EQ
GANECOS,10-Sep-2026,10-Sep-2026,Dividend - Rs 3.50 Per Share,10,EQ
RADIANTCMS,10-Sep-2026,10-Sep-2026,Dividend - Re 2.50 Per Share,1,EQ
INDOCO,10-Sep-2026,10-Sep-2026,Dividend - Re 0.20 Per Share,2,EQ
ZEEL,10-Sep-2026,10-Sep-2026,Dividend - Rs 2 Per Share,1,EQ
SICAGEN,10-Sep-2026,10-Sep-2026,Dividend - Re 1 Per Share,10,EQ
POWERMECH,10-Sep-2026,10-Sep-2026,Dividend - Rs 1.50 Per Share,10,EQ
MBEL,10-Sep-2026,10-Sep-2026,Dividend - Re 1 Per Share,10,EQ
TVSSRICHAK,10-Sep-2026,10-Sep-2026,Dividend - Rs 37.80 Per Share,10,EQ
CHEMCRUX,10-Sep-2026,10-Sep-2026,Dividend - Re 1 Per Share,10,EQ
DIVGIITTS,10-Sep-2026,10-Sep-2026,Dividend - Rs 3.27 Per Share,5,EQ
APEX,10-Sep-2026,10-Sep-2026,Dividend - Rs 2.50 Per Share,10,EQ
GRAUWEIL,10-Sep-2026,10-Sep-2026,Dividend - Re 0.50 Per Share,1,EQ
PRINCEPIPE,09-Sep-2026,09-Sep-2026,Dividend - Re 1 Per Share,10,EQ
JBMA,09-Sep-2026,09-Sep-2026,Dividend - Re 0.85 Per Share,1,EQ
SHAREINDIA,09-Sep-2026,09-Sep-2026,Dividend - Re 0.50 Per Share,2,EQ
WORTHPERI,09-Sep-2026,09-Sep-2026,Dividend - Re 1 Per Share,10,EQ
SHREDIGCEM,09-Sep-2026,09-Sep-2026,Dividend - Re 1 Per Share,10,EQ
JYOTIRES,09-Sep-2026,09-Sep-2026,Dividend - Rs 9 Per Share,10,EQ
FORCEMOT,09-Sep-2026,09-Sep-2026,Dividend - Rs 50 Per Share,10,EQ
GNFC,09-Sep-2026,09-Sep-2026,Dividend - Rs 21 Per Share,10,EQ
TRAVELFOOD,09-Sep-2026,09-Sep-2026,Dividend - Rs 10.25 Per Share,1,EQ
CENTURYPLY,09-Sep-2026,09-Sep-2026,Dividend - Re 1 Per Share,1,EQ
AASTHA,09-Sep-2026,09-Sep-2026,Dividend - Re 0.10 Per Share,10,EQ
ASALCBR,09-Sep-2026,09-Sep-2026,Dividend - Rs 2 Per Share,10,EQ
EMPIND,09-Sep-2026,09-Sep-2026,Dividend - Rs 25 Per Share & Special Dividend Rs 25 Per Share,10,EQ
KRONOX,09-Sep-2026,09-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
BHANDARI,08-Sep-2026,08-Sep-2026,Dividend - Re 0.01 Per Share,1,EQ
SINCLAIR,08-Sep-2026,08-Sep-2026,Dividend - Rs 0.80 Per Share,2,EQ
KDDL,08-Sep-2026,08-Sep-2026,Dividend - Rs 8 Per Share,10,EQ
SKIPPER,08-Sep-2026,08-Sep-2026,Dividend - Re 0.10 Per Share,1,EQ
POLYPLEX,08-Sep-2026,08-Sep-2026,Dividend - Re 1 Per Share,10,EQ
APLAPOLLO,08-Sep-2026,08-Sep-2026,Dividend - Rs 8.50 Per Share,2,EQ
RUSHIL,08-Sep-2026,08-Sep-2026,Dividend - Re 0.05 Per Share,1,EQ
TINNARUBR,08-Sep-2026,08-Sep-2026,Dividend - Rs 3.25 Per Share,10,EQ
TVSHLTD,08-Sep-2026,08-Sep-2026,Scheme Of Arrangement - Bonus Ncrps 46:1,5,EQ
GLOBUSSPR,08-Sep-2026,08-Sep-2026,Dividend - Rs 6.53 Per Share,10,EQ
BLSE,08-Sep-2026,08-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
TEXINFRA,07-Sep-2026,07-Sep-2026,Dividend - Re 0.15 Per Share,1,EQ
TRANSPEK,07-Sep-2026,07-Sep-2026,Dividend - Rs 20 Per Share,10,EQ
HEG,07-Sep-2026,07-Sep-2026,Demerger,2,EQ
GEECEE,07-Sep-2026,07-Sep-2026,Dividend - Rs 2 Per Share,10,EQ
POEL,04-Sep-2026,04-Sep-2026,Dividend - Re 0.80 Per Share,2,EQ
OMINFRAL,04-Sep-2026,04-Sep-2026,Dividend - Re 0.50 Per Share,1,EQ
ONGC,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,5,EQ
PARADEEP,04-Sep-2026,04-Sep-2026,Dividend - Rs 1.50 Per Share,10,EQ
SPAL,04-Sep-2026,04-Sep-2026,Dividend - Rs 3 Per Share,10,EQ
SPECIALITY,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,10,EQ
SPORTKING,04-Sep-2026,05-Sep-2026,Dividend - Re 1 Per Share,1,EQ
JOCIL,04-Sep-2026,04-Sep-2026,Dividend - Rs 3.50 Per Share,10,EQ
OIL,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,10,EQ
SCI,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,10,EQ
SHILPAMED,04-Sep-2026,04-Sep-2026,Dividend - Re 0.60 Per Share,1,EQ
JAGSNPHARM,04-Sep-2026,04-Sep-2026,Dividend - Rs 4 Per Share,2,EQ
SCILAL,04-Sep-2026,04-Sep-2026,Dividend - Re 0.55 Per Share,10,EQ
MAZDA,04-Sep-2026,04-Sep-2026,Dividend - Rs 4 Per Share,2,EQ
VENUSPIPES,04-Sep-2026,04-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
SUPRIYA,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,2,EQ
GICRE,04-Sep-2026,04-Sep-2026,Dividend - Rs 13.25 Per Share,5,EQ
STOVEKRAFT,04-Sep-2026,04-Sep-2026,Dividend - Rs 3.50 Per Share,10,EQ
GULFOILLUB,04-Sep-2026,04-Sep-2026,Dividend - Rs 30 Per Share,2,EQ
TCC,04-Sep-2026,04-Sep-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,EQ
EMCURE,04-Sep-2026,04-Sep-2026,Dividend - Rs 3.60 Per Share,10,EQ
HITECHCORP,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,10,EQ
PVRINOX,04-Sep-2026,04-Sep-2026,Buy Back,10,EQ
FMGOETZE,04-Sep-2026,04-Sep-2026,Interim Dividend - Rs 7.50 Per Share & Special Dividend Rs 86.50 Per Share,10,EQ
FINCABLES,04-Sep-2026,04-Sep-2026,Dividend - Rs 9 Per Share,2,EQ
FCL,04-Sep-2026,04-Sep-2026,Dividend - Re 0.05 Per Share,1,EQ
METROBRAND,04-Sep-2026,04-Sep-2026,Dividend - Rs 3 Per Share,5,EQ
AIAENG,04-Sep-2026,05-Sep-2026,Dividend - Rs 16 Per Share,2,EQ
COALINDIA,04-Sep-2026,04-Sep-2026,Dividend - Rs 5.25 Per Share,10,EQ
ARVIND,04-Sep-2026,04-Sep-2026,Dividend - Rs 4.50 Per Share,10,EQ
CLEAN,04-Sep-2026,05-Sep-2026,Dividend - Rs 4 Per Share,1,EQ
HIKAL,04-Sep-2026,04-Sep-2026,Dividend - Re 0.40 Per Share,2,EQ
CGCL,04-Sep-2026,04-Sep-2026,Dividend - Re 0.20 Per Share,1,EQ
INDIGOPNTS,04-Sep-2026,04-Sep-2026,Dividend - Rs 5 Per Share,10,EQ
NAHARSPING,04-Sep-2026,04-Sep-2026,Dividend - Re 1 Per Share,5,EQ
NAHARPOLY,04-Sep-2026,04-Sep-2026,Dividend - Rs 1.50 Per Share,5,EQ
NAHARCAP,04-Sep-2026,04-Sep-2026,Dividend - Rs 1.50 Per Share,5,EQ
MMP,04-Sep-2026,05-Sep-2026,Dividend - Rs 2 Per Share,10,EQ
BIRLAPREC,03-Sep-2026,03-Sep-2026,Dividend - Re 0.05 Per Share,2,EQ
VADILALIND,03-Sep-2026,03-Sep-2026,Dividend - Rs 43 Per Share,10,EQ
CARRARO,03-Sep-2026,03-Sep-2026,Dividend - Rs 6.75 Per Share,10,EQ
ACE,03-Sep-2026,03-Sep-2026,Dividend - Rs 2 Per Share,2,EQ
NIRLON,03-Sep-2026,03-Sep-2026,Dividend - Rs 15 Per Share,10,EQ
INTERARCH,03-Sep-2026,03-Sep-2026,Dividend - Rs 12.50 Per Share,10,EQ
GPPL,02-Sep-2026,02-Sep-2026,Dividend - Rs 5 Per Share,10,EQ
TBZ,02-Sep-2026,02-Sep-2026,Dividend - Rs 2.50 Per Share,10,EQ
GEEKAYWIRE,02-Sep-2026,02-Sep-2026,Dividend - Re 0.35 Per Share,1,EQ
NTPC,02-Sep-2026,02-Sep-2026,Dividend - Rs 3.50 Per Share,10,EQ
TRITURBINE,02-Sep-2026,02-Sep-2026,Dividend - Rs 2 Per Share,1,EQ
BLACKROSE,02-Sep-2026,02-Sep-2026,Dividend - Rs 1.25 Per Share,1,EQ
CHEMFAB,02-Sep-2026,02-Sep-2026,Dividend - Rs 1.25 Per Share,10,EQ
COMPUSOFT,02-Sep-2026,02-Sep-2026,Dividend - Re 0.25 Per Share,2,EQ
DRAGARWQ,02-Sep-2026,02-Sep-2026,Dividend - Rs 4 Per Share,10,EQ
GAIL,02-Sep-2026,02-Sep-2026,Dividend - Re 0.50 Per Share,10,EQ
INDIAGLYCO,02-Sep-2026,02-Sep-2026,Demerger,5,EQ
SUPRAJIT,01-Sep-2026,01-Sep-2026,Dividend - Rs 2 Per Share,1,EQ
GARFIBRES,01-Sep-2026,01-Sep-2026,Dividend - Re 1 Per Share,10,EQ
VADILENT,01-Sep-2026,01-Sep-2026,Dividend - Rs 1.50 Per Share,10,EQ
JINDRILL,01-Sep-2026,01-Sep-2026,Dividend - Re 1 Per Share,5,EQ
ORIRAIL,01-Sep-2026,01-Sep-2026,Dividend - Re 0.10 Per Share,1,EQ
PGHH,01-Sep-2026,01-Sep-2026,Dividend - Rs 60 Per Share,10,EQ
BENGALASM,01-Sep-2026,01-Sep-2026,Dividend - Rs 50 Per Share,10,EQ
CCL,01-Sep-2026,01-Sep-2026,Dividend - Rs 3 Per Share,2,EQ
TAJGVK,01-Sep-2026,01-Sep-2026,Dividend - Rs 2 Per Share,2,EQ
RICOAUTO,01-Sep-2026,01-Sep-2026,Dividend - Re 0.55 Per Share,1,EQ
AEROENTER,01-Sep-2026,01-Sep-2026,Dividend - Re 0.40 Per Share,2,EQ
AKCAPIT,01-Sep-2026,01-Sep-2026,Interim Dividend - Rs 12 Per Share,10,EQ
ALIVUS,01-Sep-2026,01-Sep-2026,Dividend - Rs 5 Per Share,2,EQ
MAHSEAMLES,01-Sep-2026,01-Sep-2026,Dividend - Rs 10 Per Share,5,EQ
MASTEK,31-Aug-2026,31-Aug-2026,Dividend - Rs 16 Per Share,5,EQ
ORBTEXP,31-Aug-2026,31-Aug-2026,Interim Dividend - Re 0.50 Per Share,10,EQ
IONEXCHANG,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.25 Per Share,1,EQ
GLENMARK,31-Aug-2026,31-Aug-2026,Dividend - Rs 2.50 Per Share,1,EQ
TRIVENI,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.25 Per Share,1,EQ
GANESHHOU,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
TOTAL,31-Aug-2026,31-Aug-2026,Dividend - Rs 1.25 Per Share,10,EQ
POLYMED,28-Aug-2026,29-Aug-2026,Dividend - Rs 3.50 Per Share,5,EQ
VTL,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,2,EQ
JAYKAY,28-Aug-2026,28-Aug-2026,Rights 3:19 @ Premium Rs 74/-,1,EQ
VSSL,28-Aug-2026,28-Aug-2026,Dividend - Rs 3.50 Per Share,10,EQ
VIKRAN,28-Aug-2026,28-Aug-2026,Dividend - Re 0.18 Per Share,1,EQ
VHL,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
NBCC,28-Aug-2026,28-Aug-2026,Dividend - Re 0.46 Per Share,1,EQ
VARDHACRLC,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
SUMIT,28-Aug-2026,28-Aug-2026,Dividend - Re 0.20 Per Share,10,EQ
PARAS,28-Aug-2026,28-Aug-2026,Dividend - Re 1 Per Share,5,EQ
YUKEN,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
WHIRLPOOL,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
SWANCORP,28-Aug-2026,28-Aug-2026,Dividend - Re 0.15 Per Share,1,EQ
PROTEAN,28-Aug-2026,28-Aug-2026,Dividend - Rs 10 Per Share,10,EQ
HALDYNGL,28-Aug-2026,28-Aug-2026,Dividend - Re 0.70 Per Share,1,EQ
DYNAMATECH,28-Aug-2026,28-Aug-2026,Dividend - Rs 5 Per Share,10,EQ
STERTOOLS,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.75 Per Share,2,EQ
JENBURPH,28-Aug-2026,28-Aug-2026,Dividend - Rs 20.70 Per Share,10,EQ
MUFTI,28-Aug-2026,28-Aug-2026,Dividend - Rs 2 Per Share,2,EQ
ROHLTD,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
GULPOLY,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,1,EQ
STUDDS,28-Aug-2026,29-Aug-2026,Dividend - Rs 3 Per Share,5,EQ
DAMCAPITAL,28-Aug-2026,28-Aug-2026,Dividend - Re 1 Per Share,2,EQ
ADSL,28-Aug-2026,28-Aug-2026,Dividend - Rs 1.50 Per Share,5,EQ
CORALFINAC,28-Aug-2026,28-Aug-2026,Dividend - Re 0.20 Per Share,2,EQ
SALZERELEC,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
CANTABIL,28-Aug-2026,28-Aug-2026,Dividend - Re 0.75 Per Share,2,EQ
HONASA,28-Aug-2026,28-Aug-2026,Dividend - Rs 3 Per Share,10,EQ
GUFICBIO,28-Aug-2026,28-Aug-2026,Dividend - Re 0.10 Per Share,1,EQ
795GS2032,28-Aug-2026,28-Aug-2026,Interest Payment,100,GS
BBOX,28-Aug-2026,28-Aug-2026,Dividend - Re 1 Per Share,2,EQ
GAEL,28-Aug-2026,28-Aug-2026,Dividend - Re 0.30 Per Share,1,EQ
EMAMIPAP,28-Aug-2026,28-Aug-2026,Dividend - Rs 3.20 Per Share,2,EQ
ARVSMART,28-Aug-2026,28-Aug-2026,Dividend - Rs 2.25 Per Share,10,EQ
MCX,28-Aug-2026,28-Aug-2026,Dividend - Rs 8 Per Share,2,EQ
MANAKCOAT,27-Aug-2026,27-Aug-2026,Dividend - Re 0.05 Per Share,1,EQ
THOMASCOOK,27-Aug-2026,27-Aug-2026,Dividend - Rs 0.50 Per Share,1,EQ
DOMS,27-Aug-2026,27-Aug-2026,Dividend - Rs 3.65 Per Share,10,EQ
PGHL,27-Aug-2026,27-Aug-2026,Dividend - Rs 45 Per Share,10,EQ
PFC,27-Aug-2026,27-Aug-2026,Interim Dividend - Rs 3.90 Per Share,10,EQ
RATNAVEER,25-Aug-2026,26-Aug-2026,Rights 7:40 @ Premium Rs 254/-,10,EQ
SBCL,25-Aug-2026,26-Aug-2026,Dividend - Rs 2 Per Share,2,EQ
DUCON,25-Aug-2026,25-Aug-2026,Rights 10:13 @ Premium Rs 0/-,1,EQ
QUINT,25-Aug-2026,25-Aug-2026,Rights - 7 Ccps And 7 Warrants:40,10,EQ
NRAIL,25-Aug-2026,26-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
PREMCO,25-Aug-2026,26-Aug-2026,Dividend - Rs 2 Per Share,10,EQ
AVL,25-Aug-2026,26-Aug-2026,Dividend - Rs 1.25 Per Share,1,EQ
DEEPAKFERT,25-Aug-2026,25-Aug-2026,Dividend - Rs 10 Per Share,10,EQ
DIFFNKG,25-Aug-2026,26-Aug-2026,Dividend - Rs 1.50 Per Share,10,EQ
MASFIN,25-Aug-2026,26-Aug-2026,Dividend - Re 0.75 Per Share,10,EQ
CORDELIA,25-Aug-2026,26-Aug-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,EQ
NATIONALUM,24-Aug-2026,24-Aug-2026,Dividend - Re 1 Per Share,5,EQ
PDMJEPAPER,24-Aug-2026,24-Aug-2026,Dividend - Re 0.60 Per Share,1,EQ
SJVN,24-Aug-2026,24-Aug-2026,Dividend - Re 0.35 Per Share,10,EQ
IPL,24-Aug-2026,24-Aug-2026,Dividend - Re 0.75 Per Share,1,EQ
SENCO,24-Aug-2026,24-Aug-2026,Dividend - Re 1 Per Share,5,EQ
AMJLAND,24-Aug-2026,24-Aug-2026,Dividend - Re 0.20 Per Share,2,EQ
GILLETTE,24-Aug-2026,24-Aug-2026,Dividend - Rs 60 Per Share,10,EQ
GKENERGY,24-Aug-2026,24-Aug-2026,Dividend - Re 0.50 Per Share,2,EQ
IGIL,24-Aug-2026,24-Aug-2026,Interim Dividend - Rs 2.55 Per Share,2,EQ
TDPOWERSYS,24-Aug-2026,24-Aug-2026,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,1,EQ
KALYANIFRG,21-Aug-2026,21-Aug-2026,Dividend - Rs 4 Per Share,10,EQ
VADILALIND,21-Aug-2026,21-Aug-2026,Interim Dividend - Rs 17 Per Share,10,EQ
POWERINDIA,21-Aug-2026,21-Aug-2026,Dividend - Rs 8 Per Share,2,EQ
SOTL,21-Aug-2026,21-Aug-2026,Dividend - Rs 5 Per Share,2,EQ
SIYSIL,21-Aug-2026,22-Aug-2026,Scheme Of Arrangement - Bonus Ncrps 3:1,2,EQ
SIYSIL,21-Aug-2026,22-Aug-2026,Scheme Of Arrangement - Bonus Ncrps 4:1,2,EQ
PATANJALI,21-Aug-2026,21-Aug-2026,Interim Dividend - Rs 1.50 Per Share,2,EQ
PATANJALI,21-Aug-2026,21-Aug-2026,Interim Dividend - Re 0.80 Per Share,2,EQ
LICHSGFIN,21-Aug-2026,21-Aug-2026,Dividend - Rs 10 Per Share,2,EQ
ZENTEC,21-Aug-2026,21-Aug-2026,Dividend - Re 1 Per Share,1,EQ
SHRADHA,21-Aug-2026,21-Aug-2026,Dividend - Re 0.60 Per Share,2,EQ
OMAXAUTO,21-Aug-2026,21-Aug-2026,Dividend - Rs 2.50 Per Share,10,EQ
JSL,21-Aug-2026,21-Aug-2026,Dividend - Rs 3 Per Share,2,EQ
